"gene_id","Blue1","Blue2","Blue3","Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","level3_pathway_name"
"g_00128",4.010299,1.383827,1.458308,0.026056,0.080123,0,1.522447,0.979338,0.161321,"Membrane trafficking"
"g_00130",2.490093,1.424403,1.725703,0.186651,0.674924,0.613489,0.99289,0.734648,0.497054,"Translation factors"
"g_00134",13.589482,1.390919,0.399204,0.187113,1.021208,0.07358,0.668523,0.345897,0.234993,"Sulfur relay system"
"g_00134",13.589482,1.390919,0.399204,0.187113,1.021208,0.07358,0.668523,0.345897,0.234993,"Sulfur metabolism"
"g_00134",13.589482,1.390919,0.399204,0.187113,1.021208,0.07358,0.668523,0.345897,0.234993,"Cysteine and methionine metabolism"
"g_00135",40.709973,93.858479,85.699419,18.824685,22.581549,33.802849,28.683023,21.353195,20.598564,"DNA repair and recombination proteins"
"g_00135",40.709973,93.858479,85.699419,18.824685,22.581549,33.802849,28.683023,21.353195,20.598564,"Nucleotide excision repair"
"g_00136",1.377793,1.583281,1.283156,66.66984,54.325566,48.706341,40.665949,43.684961,68.623955,"Structural proteins"
"g_00145",8.280372,1.950181,2.14471,0,0,0.0905,0,0,0,"Transfer RNA biogenesis"
"g_00147",2.333491,1.014117,0.858958,4.8008,3.708365,5.123258,4.140805,5.531254,2.794153,"Valine, leucine and isoleucine degradation"
"g_00151",8.256172,3.308507,2.713614,0.032484,0,0.023969,0.035124,0,0.139011,"Aminoacyl-tRNA biosynthesis"
"g_00151",8.256172,3.308507,2.713614,0.032484,0,0.023969,0.035124,0,0.139011,"Amino acid related enzymes"
"g_00151",8.256172,3.308507,2.713614,0.032484,0,0.023969,0.035124,0,0.139011,"Transfer RNA biogenesis"
"g_00152",13.713808,6.075226,5.862727,0.343197,0,0.20393,1.993157,2.572464,0.345817,"Terpenoid backbone biosynthesis"
"g_00154",8.106134,2.13353,1.069897,0,0.114651,0.048959,0,0,0,"Ribosome biogenesis"
"g_00156",4.690594,2.64383,3.719962,0.253689,0,0,0.861959,1.134728,0,"Apoptosis - fly"
"g_00156",4.690594,2.64383,3.719962,0.253689,0,0,0.861959,1.134728,0,"Apoptosis"
"g_00156",4.690594,2.64383,3.719962,0.253689,0,0,0.861959,1.134728,0,"Necroptosis"
"g_00159",98.120839,55.150338,48.265598,0.24764,0.234867,1.879802,0.576609,0.903555,0.712882,"Lipid biosynthesis proteins"
"g_00159",98.120839,55.150338,48.265598,0.24764,0.234867,1.879802,0.576609,0.903555,0.712882,"Biosynthesis of unsaturated fatty acids"
"g_00160",12.613936,4.510473,7.295919,0,0.057571,0.049169,1.881844,2.399715,0.271946,"Enzymes with EC numbers"
"g_00162",33.923126,17.600585,16.085819,0.016908,0.083762,0.070457,0.023185,0.115029,0.058161,"Ribosome biogenesis"
"g_00166",4.480193,3.468474,2.838521,0,0,0,0.489729,0.112766,0.089678,"Peroxisome"
"g_00167",1.458489,4.933818,5.482745,0.267419,0.585059,0.340602,0.616261,0.107812,0.371297,"Transporters"
"g_00172",6.34414,2.419721,2.665521,0,0.044699,0,0,0.154454,0,"Mitochondrial biogenesis"
"g_00175",24.814333,16.985699,13.648096,0,0,0.099834,0,0,0,"Methane metabolism"
"g_00175",24.814333,16.985699,13.648096,0,0,0.099834,0,0,0,"Glycolysis / Gluconeogenesis"
"g_00175",24.814333,16.985699,13.648096,0,0,0.099834,0,0,0,"Exosome"
"g_00175",24.814333,16.985699,13.648096,0,0,0.099834,0,0,0,"RNA degradation"
"g_00175",24.814333,16.985699,13.648096,0,0,0.099834,0,0,0,"HIF-1 signaling pathway"
"g_00175",24.814333,16.985699,13.648096,0,0,0.099834,0,0,0,"Messenger RNA biogenesis"
"g_00184",6.927883,8.112346,4.603714,0.065509,0,0,0.997836,0.849777,0,"Chemical carcinogenesis - reactive oxygen species"
"g_00184",6.927883,8.112346,4.603714,0.065509,0,0,0.997836,0.849777,0,"Fluid shear stress and atherosclerosis"
"g_00184",6.927883,8.112346,4.603714,0.065509,0,0,0.997836,0.849777,0,"Ferroptosis"
"g_00184",6.927883,8.112346,4.603714,0.065509,0,0,0.997836,0.849777,0,"MicroRNAs in cancer"
"g_00184",6.927883,8.112346,4.603714,0.065509,0,0,0.997836,0.849777,0,"Hepatocellular carcinoma"
"g_00184",6.927883,8.112346,4.603714,0.065509,0,0,0.997836,0.849777,0,"Porphyrin metabolism"
"g_00184",6.927883,8.112346,4.603714,0.065509,0,0,0.997836,0.849777,0,"Mineral absorption"
"g_00184",6.927883,8.112346,4.603714,0.065509,0,0,0.997836,0.849777,0,"HIF-1 signaling pathway"
"g_00184",6.927883,8.112346,4.603714,0.065509,0,0,0.997836,0.849777,0,"Pathways in cancer"
"g_00193",16.318026,5.59488,5.476162,0.01707,0.029873,0.115739,0.027825,0.039268,0,"Translation factors"
"g_00193",16.318026,5.59488,5.476162,0.01707,0.029873,0.115739,0.027825,0.039268,0,"Messenger RNA biogenesis"
"g_00193",16.318026,5.59488,5.476162,0.01707,0.029873,0.115739,0.027825,0.039268,0,"Proteoglycans in cancer"
"g_00193",16.318026,5.59488,5.476162,0.01707,0.029873,0.115739,0.027825,0.039268,0,"PI3K-Akt signaling pathway"
"g_00193",16.318026,5.59488,5.476162,0.01707,0.029873,0.115739,0.027825,0.039268,0,"mTOR signaling pathway"
"g_00194",13.183666,2.835099,1.38792,0.110129,0.289093,0.401256,0.231428,0.03064,0,"Endocytosis"
"g_00194",13.183666,2.835099,1.38792,0.110129,0.289093,0.401256,0.231428,0.03064,0,"Membrane trafficking"
"g_00194",13.183666,2.835099,1.38792,0.110129,0.289093,0.401256,0.231428,0.03064,0,"JAK-STAT signaling pathway"
"g_00197",5.779636,2.939035,2.634676,0.06235,0,0.335054,0.049087,0.224991,0.111675,"Chaperones and folding catalysts"
"g_00197",5.779636,2.939035,2.634676,0.06235,0,0.335054,0.049087,0.224991,0.111675,"Peptidases and inhibitors"
"g_00197",5.779636,2.939035,2.634676,0.06235,0,0.335054,0.049087,0.224991,0.111675,"Spinocerebellar ataxia"
"g_00198",6.033961,2.278727,3.237546,0,0.030865,0.088227,0.984506,0.410656,0.172643,"Alcoholic liver disease"
"g_00198",6.033961,2.278727,3.237546,0,0.030865,0.088227,0.984506,0.410656,0.172643,"Longevity regulating pathway"
"g_00198",6.033961,2.278727,3.237546,0,0.030865,0.088227,0.984506,0.410656,0.172643,"AMPK signaling pathway"
"g_00198",6.033961,2.278727,3.237546,0,0.030865,0.088227,0.984506,0.410656,0.172643,"Adipocytokine signaling pathway"
"g_00198",6.033961,2.278727,3.237546,0,0.030865,0.088227,0.984506,0.410656,0.172643,"Non-alcoholic fatty liver disease"
"g_00200",11.140329,4.688615,4.659944,0,0,0,0,0.058627,0.056073,"Cilium and associated proteins"
"g_00200",11.140329,4.688615,4.659944,0,0,0,0,0.058627,0.056073,"Wnt signaling pathway"
"g_00200",11.140329,4.688615,4.659944,0,0,0,0,0.058627,0.056073,"Chromosome and associated proteins"
"g_00204",10.271324,10.823527,11.404685,85.302202,110.464281,62.512062,83.875939,83.958352,53.024601,"Ribosome biogenesis"
"g_00204",10.271324,10.823527,11.404685,85.302202,110.464281,62.512062,83.875939,83.958352,53.024601,"RNA degradation"
"g_00204",10.271324,10.823527,11.404685,85.302202,110.464281,62.512062,83.875939,83.958352,53.024601,"Messenger RNA biogenesis"
"g_00206",5.920953,1.341385,2.439297,0,0,0,0,0,0,"Ribosome biogenesis"
"g_00210",19.550404,6.771181,5.37061,0,0,0.10071,0.055768,0,0.056862,"Ribosome biogenesis"
"g_00216",81.395647,54.032105,65.262581,0.528547,0.685922,0.311613,9.694547,3.538802,0.333071,"Enzymes with EC numbers"
"g_00220",4.408963,2.655963,1.716013,0.340763,0,0.038937,0.081019,0.080033,0.197749,"Enzymes with EC numbers"
"g_00226",3.882869,3.463748,3.400787,0,0,0.051775,0.05058,0.025993,0.055016,"Chromosome and associated proteins"
"g_00230",10.953219,3.938395,4.867002,0.835785,1.384463,1.00158,0.467463,0.74611,1.323162,"Carbon fixation in photosynthetic organisms"
"g_00230",10.953219,3.938395,4.867002,0.835785,1.384463,1.00158,0.467463,0.74611,1.323162,"HIF-1 signaling pathway"
"g_00230",10.953219,3.938395,4.867002,0.835785,1.384463,1.00158,0.467463,0.74611,1.323162,"Diabetic cardiomyopathy"
"g_00230",10.953219,3.938395,4.867002,0.835785,1.384463,1.00158,0.467463,0.74611,1.323162,"Pathogenic Escherichia coli infection"
"g_00230",10.953219,3.938395,4.867002,0.835785,1.384463,1.00158,0.467463,0.74611,1.323162,"Alzheimer disease"
"g_00230",10.953219,3.938395,4.867002,0.835785,1.384463,1.00158,0.467463,0.74611,1.323162,"Salmonella infection"
"g_00230",10.953219,3.938395,4.867002,0.835785,1.384463,1.00158,0.467463,0.74611,1.323162,"Exosome"
"g_00230",10.953219,3.938395,4.867002,0.835785,1.384463,1.00158,0.467463,0.74611,1.323162,"Membrane trafficking"
"g_00230",10.953219,3.938395,4.867002,0.835785,1.384463,1.00158,0.467463,0.74611,1.323162,"Glycolysis / Gluconeogenesis"
"g_00243",4.872343,9.820883,6.921564,1.379775,2.238579,2.669233,0.418451,0.795258,0.675838,"Cytoskeleton proteins"
"g_00251",36.332458,0.537625,0.728516,0.645563,1.345114,0.231598,3.432671,1.572748,0.383525,"Starch and sucrose metabolism"
"g_00251",36.332458,0.537625,0.728516,0.645563,1.345114,0.231598,3.432671,1.572748,0.383525,"Streptomycin biosynthesis"
"g_00251",36.332458,0.537625,0.728516,0.645563,1.345114,0.231598,3.432671,1.572748,0.383525,"Fructose and mannose metabolism"
"g_00251",36.332458,0.537625,0.728516,0.645563,1.345114,0.231598,3.432671,1.572748,0.383525,"Galactose metabolism"
"g_00251",36.332458,0.537625,0.728516,0.645563,1.345114,0.231598,3.432671,1.572748,0.383525,"Pentose phosphate pathway"
"g_00251",36.332458,0.537625,0.728516,0.645563,1.345114,0.231598,3.432671,1.572748,0.383525,"Amino sugar and nucleotide sugar metabolism"
"g_00251",36.332458,0.537625,0.728516,0.645563,1.345114,0.231598,3.432671,1.572748,0.383525,"Glycolysis / Gluconeogenesis"
"g_00251",36.332458,0.537625,0.728516,0.645563,1.345114,0.231598,3.432671,1.572748,0.383525,"Purine metabolism"
"g_00252",13.186405,2.68316,3.250857,0.031843,0,0.040052,0.050138,0.058245,0.026061,"Aminoacyl-tRNA biosynthesis"
"g_00252",13.186405,2.68316,3.250857,0.031843,0,0.040052,0.050138,0.058245,0.026061,"Amino acid related enzymes"
"g_00252",13.186405,2.68316,3.250857,0.031843,0,0.040052,0.050138,0.058245,0.026061,"Transfer RNA biogenesis"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Phagosome"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"GTP-binding proteins"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Salmonella infection"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Tuberculosis"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Vasopressin-regulated water reabsorption"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Endocytosis"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Amoebiasis"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Exosome"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Ras signaling pathway"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Membrane trafficking"
"g_00256",9.730082,2.563221,1.707269,0,0,0.211305,0,0,0,"MAPK signaling pathway - yeast"
"g_00259",8.110782,19.869409,13.746589,1.302205,2.072548,1.900561,1.826839,2.540642,1.763276,"Ribosome biogenesis"
"g_00260",19.192779,8.227174,9.24498,0.217425,0.056075,0.166548,2.196226,3.503457,0.210748,"Ribosome"
