"gene_id","Blue1","Blue2","Blue3","Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","level3_pathway_name"
"g_00198",6.033961,2.278727,3.237546,0,0.030865,0.088227,0.984506,0.410656,0.172643,"Non-alcoholic fatty liver disease"
"g_00198",6.033961,2.278727,3.237546,0,0.030865,0.088227,0.984506,0.410656,0.172643,"Adipocytokine signaling pathway"
"g_00198",6.033961,2.278727,3.237546,0,0.030865,0.088227,0.984506,0.410656,0.172643,"AMPK signaling pathway"
"g_00198",6.033961,2.278727,3.237546,0,0.030865,0.088227,0.984506,0.410656,0.172643,"Longevity regulating pathway"
"g_00200",11.140329,4.688615,4.659944,0,0,0,0,0.058627,0.056073,"Wnt signaling pathway"
"g_00200",11.140329,4.688615,4.659944,0,0,0,0,0.058627,0.056073,"Chromosome and associated proteins"
"g_00200",11.140329,4.688615,4.659944,0,0,0,0,0.058627,0.056073,"Cilium and associated proteins"
"g_00216",81.395647,54.032105,65.262581,0.528547,0.685922,0.311613,9.694547,3.538802,0.333071,"Enzymes with EC numbers"
"g_00243",4.872343,9.820883,6.921564,1.379775,2.238579,2.669233,0.418451,0.795258,0.675838,"Cytoskeleton proteins"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Membrane trafficking"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Tuberculosis"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Ras signaling pathway"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Phagosome"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"GTP-binding proteins"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Exosome"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Salmonella infection"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Vasopressin-regulated water reabsorption"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Endocytosis"
"g_00253",8.995035,5.387782,4.277599,0.112764,0.102617,0,1.513643,3.602187,0.199277,"Amoebiasis"
"g_00260",19.192779,8.227174,9.24498,0.217425,0.056075,0.166548,2.196226,3.503457,0.210748,"Ribosome"
"g_00260",19.192779,8.227174,9.24498,0.217425,0.056075,0.166548,2.196226,3.503457,0.210748,"Ribosome"
"g_00287",9.562613,2.325145,3.58542,0.065945,0,0.143973,0,0,0,"Peptidases and inhibitors"
"g_00372",19.157027,7.604266,8.718701,0.116769,0.079508,0.152901,2.463536,2.94039,0.231879,"RNA degradation"
"g_00372",19.157027,7.604266,8.718701,0.116769,0.079508,0.152901,2.463536,2.94039,0.231879,"Ribosome biogenesis"
"g_00372",19.157027,7.604266,8.718701,0.116769,0.079508,0.152901,2.463536,2.94039,0.231879,"Messenger RNA biogenesis"
"g_00372",19.157027,7.604266,8.718701,0.116769,0.079508,0.152901,2.463536,2.94039,0.231879,"Chromosome and associated proteins"
"g_00372",19.157027,7.604266,8.718701,0.116769,0.079508,0.152901,2.463536,2.94039,0.231879,"Ribosome biogenesis in eukaryotes"
"g_00372",19.157027,7.604266,8.718701,0.116769,0.079508,0.152901,2.463536,2.94039,0.231879,"Transfer RNA biogenesis"
"g_00382",9.332539,2.774386,3.208215,0,0.012527,0.033807,1.683384,1.048267,0.064111,"Dorso-ventral axis formation"
"g_00382",9.332539,2.774386,3.208215,0,0.012527,0.033807,1.683384,1.048267,0.064111,"Endocrine resistance"
"g_00382",9.332539,2.774386,3.208215,0,0.012527,0.033807,1.683384,1.048267,0.064111,"Human papillomavirus infection"
"g_00382",9.332539,2.774386,3.208215,0,0.012527,0.033807,1.683384,1.048267,0.064111,"Prion disease"
"g_00382",9.332539,2.774386,3.208215,0,0.012527,0.033807,1.683384,1.048267,0.064111,"Th1 and Th2 cell differentiation"
"g_00382",9.332539,2.774386,3.208215,0,0.012527,0.033807,1.683384,1.048267,0.064111,"Axon regeneration"
"g_00382",9.332539,2.774386,3.208215,0,0.012527,0.033807,1.683384,1.048267,0.064111,"Thyroid hormone signaling pathway"
"g_00382",9.332539,2.774386,3.208215,0,0.012527,0.033807,1.683384,1.048267,0.064111,"MicroRNAs in cancer"
"g_00382",9.332539,2.774386,3.208215,0,0.012527,0.033807,1.683384,1.048267,0.064111,"Breast cancer"
"g_00382",9.332539,2.774386,3.208215,0,0.012527,0.033807,1.683384,1.048267,0.064111,"Notch signaling pathway"
"g_00382",9.332539,2.774386,3.208215,0,0.012527,0.033807,1.683384,1.048267,0.064111,"Pathways in cancer"
"g_00386",7.304852,7.871718,7.117458,0.07386,0.259657,0.132152,1.232199,2.112212,0.203685,"Shigellosis"
"g_00386",7.304852,7.871718,7.117458,0.07386,0.259657,0.132152,1.232199,2.112212,0.203685,"DNA repair and recombination proteins"
"g_00386",7.304852,7.871718,7.117458,0.07386,0.259657,0.132152,1.232199,2.112212,0.203685,"Toll and Imd signaling pathway"
"g_00387",4.729368,2.15201,2.516091,0,0,0.034693,0.318227,0.558854,0,"Ribosome biogenesis"
"g_00434",41.733658,20.838881,24.539379,0.455964,0.141554,0.39544,6.744489,7.589558,0.507662,"Endocytosis"
"g_00434",41.733658,20.838881,24.539379,0.455964,0.141554,0.39544,6.744489,7.589558,0.507662,"Lysosome"
"g_00434",41.733658,20.838881,24.539379,0.455964,0.141554,0.39544,6.744489,7.589558,0.507662,"Exosome"
"g_00434",41.733658,20.838881,24.539379,0.455964,0.141554,0.39544,6.744489,7.589558,0.507662,"Endocrine and other factor-regulated calcium reabsorption"
"g_00434",41.733658,20.838881,24.539379,0.455964,0.141554,0.39544,6.744489,7.589558,0.507662,"Synaptic vesicle cycle"
"g_00434",41.733658,20.838881,24.539379,0.455964,0.141554,0.39544,6.744489,7.589558,0.507662,"Huntington disease"
"g_00434",41.733658,20.838881,24.539379,0.455964,0.141554,0.39544,6.744489,7.589558,0.507662,"Membrane trafficking"
"g_00434",41.733658,20.838881,24.539379,0.455964,0.141554,0.39544,6.744489,7.589558,0.507662,"Bacterial invasion of epithelial cells"
"g_00443",420.259523,180.709039,197.882101,5.499343,3.725301,3.801896,62.652222,84.560858,8.161997,"Coronavirus disease - COVID-19"
"g_00443",420.259523,180.709039,197.882101,5.499343,3.725301,3.801896,62.652222,84.560858,8.161997,"Ribosome"
"g_00443",420.259523,180.709039,197.882101,5.499343,3.725301,3.801896,62.652222,84.560858,8.161997,"Ribosome"
"g_00459",2.070649,2.554343,2.240098,0.603495,1.480419,0.840339,0.20324,0.29754,0.157138,"Purine metabolism"
"g_00459",2.070649,2.554343,2.240098,0.603495,1.480419,0.840339,0.20324,0.29754,0.157138,"Monobactam biosynthesis"
"g_00459",2.070649,2.554343,2.240098,0.603495,1.480419,0.840339,0.20324,0.29754,0.157138,"Sulfur metabolism"
"g_00459",2.070649,2.554343,2.240098,0.603495,1.480419,0.840339,0.20324,0.29754,0.157138,"Selenocompound metabolism"
"g_00460",4.727461,1.931499,1.75825,0,0,0,1.742695,1.049421,0.186116,"Messenger RNA biogenesis"
"g_00472",5.316558,3.871962,1.665268,0,0,0,0.344807,0.249897,0.028639,"Ribosome biogenesis in eukaryotes"
"g_00472",5.316558,3.871962,1.665268,0,0,0,0.344807,0.249897,0.028639,"Ribosome biogenesis"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Aldosterone synthesis and secretion"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"cGMP-PKG signaling pathway"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Salivary secretion"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Bile secretion"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Mineral absorption"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Thyroid hormone signaling pathway"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Thyroid hormone synthesis"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Protein digestion and absorption"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Adrenergic signaling in cardiomyocytes"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Proximal tubule bicarbonate reclamation"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Insulin secretion"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Cardiac muscle contraction"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Pancreatic secretion"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Exosome"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Aldosterone-regulated sodium reabsorption"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Carbohydrate digestion and absorption"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Endocrine and other factor-regulated calcium reabsorption"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"Gastric acid secretion"
"g_00486",5.693457,3.320777,1.398008,0.051575,0,0,0.244793,0.517621,0.034593,"cAMP signaling pathway"
"g_00490",27.858127,8.299105,5.530401,0.06691,0,0.109865,0,0,0,"Amino acid related enzymes"
"g_00490",27.858127,8.299105,5.530401,0.06691,0,0.109865,0,0,0,"Cysteine and methionine metabolism"
"g_00490",27.858127,8.299105,5.530401,0.06691,0,0.109865,0,0,0,"Glucosinolate biosynthesis"
"g_00490",27.858127,8.299105,5.530401,0.06691,0,0.109865,0,0,0,"Valine, leucine and isoleucine degradation"
"g_00490",27.858127,8.299105,5.530401,0.06691,0,0.109865,0,0,0,"Valine, leucine and isoleucine biosynthesis"
"g_00490",27.858127,8.299105,5.530401,0.06691,0,0.109865,0,0,0,"Pantothenate and CoA biosynthesis"
"g_00511",26.163598,13.948151,13.422312,0.289851,0,0.250343,4.921058,5.268256,0.705549,"Mitophagy - animal"
"g_00511",26.163598,13.948151,13.422312,0.289851,0,0.250343,4.921058,5.268256,0.705549,"Endocytosis"
"g_00511",26.163598,13.948151,13.422312,0.289851,0,0.250343,4.921058,5.268256,0.705549,"Tuberculosis"
"g_00511",26.163598,13.948151,13.422312,0.289851,0,0.250343,4.921058,5.268256,0.705549,"Amoebiasis"
"g_00511",26.163598,13.948151,13.422312,0.289851,0,0.250343,4.921058,5.268256,0.705549,"Exosome"
"g_00511",26.163598,13.948151,13.422312,0.289851,0,0.250343,4.921058,5.268256,0.705549,"Phagosome"
"g_00511",26.163598,13.948151,13.422312,0.289851,0,0.250343,4.921058,5.268256,0.705549,"GTP-binding proteins"
"g_00511",26.163598,13.948151,13.422312,0.289851,0,0.250343,4.921058,5.268256,0.705549,"Membrane trafficking"
"g_00511",26.163598,13.948151,13.422312,0.289851,0,0.250343,4.921058,5.268256,0.705549,"Salmonella infection"
"g_00511",26.163598,13.948151,13.422312,0.289851,0,0.250343,4.921058,5.268256,0.705549,"Autophagy - animal"
"g_00511",26.163598,13.948151,13.422312,0.289851,0,0.250343,4.921058,5.268256,0.705549,"Autophagy - yeast"
"g_00523",10.184976,2.09438,1.875248,0.246415,0.058194,0.099402,0,0,0,"Membrane trafficking"
"g_00523",10.184976,2.09438,1.875248,0.246415,0.058194,0.099402,0,0,0,"Shigellosis"
"g_00523",10.184976,2.09438,1.875248,0.246415,0.058194,0.099402,0,0,0,"Cytoskeleton proteins"
"g_00523",10.184976,2.09438,1.875248,0.246415,0.058194,0.099402,0,0,0,"Exosome"
"g_00523",10.184976,2.09438,1.875248,0.246415,0.058194,0.099402,0,0,0,"Cilium and associated proteins"
"g_00535",6.34686,3.471517,5.670983,0.050436,0.038257,0.025344,0.993734,1.770294,0.176387,"Various types of N-glycan biosynthesis"
"g_00535",6.34686,3.471517,5.670983,0.050436,0.038257,0.025344,0.993734,1.770294,0.176387,"N-Glycan biosynthesis"
"g_00535",6.34686,3.471517,5.670983,0.050436,0.038257,0.025344,0.993734,1.770294,0.176387,"Protein processing in endoplasmic reticulum"
"g_00543",2.681779,3.14715,4.358008,0.129874,0.277573,0.045487,0,0,0.025418,"Valine, leucine and isoleucine degradation"
"g_00543",2.681779,3.14715,4.358008,0.129874,0.277573,0.045487,0,0,0.025418,"Butanoate metabolism"
"g_00543",2.681779,3.14715,4.358008,0.129874,0.277573,0.045487,0,0,0.025418,"PPAR signaling pathway"
"g_00543",2.681779,3.14715,4.358008,0.129874,0.277573,0.045487,0,0,0.025418,"Terpenoid backbone biosynthesis"
"g_00551",4.040469,5.926469,6.553001,0,0.215322,0.089722,0,0,0,"Wnt signaling pathway"
"g_00551",4.040469,5.926469,6.553001,0,0.215322,0.089722,0,0,0,"Cilium and associated proteins"
"g_00551",4.040469,5.926469,6.553001,0,0.215322,0.089722,0,0,0,"Chromosome and associated proteins"
"g_00583",4.357984,2.093442,2.161609,0.060603,0,0,0.219644,0.517896,0.055242,"Cytoskeleton proteins"
"g_00583",4.357984,2.093442,2.161609,0.060603,0,0,0.219644,0.517896,0.055242,"Mitochondrial biogenesis"
"g_00583",4.357984,2.093442,2.161609,0.060603,0,0,0.219644,0.517896,0.055242,"Messenger RNA biogenesis"
"g_00583",4.357984,2.093442,2.161609,0.060603,0,0,0.219644,0.517896,0.055242,"Membrane trafficking"
"g_00583",4.357984,2.093442,2.161609,0.060603,0,0,0.219644,0.517896,0.055242,"Pathogenic Escherichia coli infection"
"g_00610",11.324324,7.953567,9.26781,0.320135,0.081585,0.034272,1.523323,3.423431,0.079506,"Steroid biosynthesis"
"g_00630",4.38362,2.791094,2.955618,0,0.028943,0,0.282834,0.593379,0,"Alzheimer disease"
"g_00630",4.38362,2.791094,2.955618,0,0.028943,0,0.282834,0.593379,0,"Transporters"
"g_00630",4.38362,2.791094,2.955618,0,0.028943,0,0.282834,0.593379,0,"Parkinson disease"
"g_00632",6.08761,2.238513,3.115128,0,0.060923,0,0.563085,0.84715,0,"Two-component system"
"g_00632",6.08761,2.238513,3.115128,0,0.060923,0,0.563085,0.84715,0,"Carbon fixation pathways in prokaryotes"
"g_00632",6.08761,2.238513,3.115128,0,0.060923,0,0.563085,0.84715,0,"Butanoate metabolism"
"g_00632",6.08761,2.238513,3.115128,0,0.060923,0,0.563085,0.84715,0,"Fatty acid degradation"
"g_00632",6.08761,2.238513,3.115128,0,0.060923,0,0.563085,0.84715,0,"Exosome"
"g_00632",6.08761,2.238513,3.115128,0,0.060923,0,0.563085,0.84715,0,"Fat digestion and absorption"
"g_00632",6.08761,2.238513,3.115128,0,0.060923,0,0.563085,0.84715,0,"Valine, leucine and isoleucine degradation"
"g_00632",6.08761,2.238513,3.115128,0,0.060923,0,0.563085,0.84715,0,"Pyruvate metabolism"
"g_00632",6.08761,2.238513,3.115128,0,0.060923,0,0.563085,0.84715,0,"Terpenoid backbone biosynthesis"
"g_00632",6.08761,2.238513,3.115128,0,0.060923,0,0.563085,0.84715,0,"Tryptophan metabolism"
"g_00632",6.08761,2.238513,3.115128,0,0.060923,0,0.563085,0.84715,0,"Lysine degradation"
"g_00632",6.08761,2.238513,3.115128,0,0.060923,0,0.563085,0.84715,0,"Glyoxylate and dicarboxylate metabolism"
"g_00632",6.08761,2.238513,3.115128,0,0.060923,0,0.563085,0.84715,0,"Benzoate degradation"
"g_00648",16.382036,9.713156,8.797445,0.106261,0.06069,0.061101,4.38325,4.091454,0.46446,"Protein processing in endoplasmic reticulum"
"g_00648",16.382036,9.713156,8.797445,0.106261,0.06069,0.061101,4.38325,4.091454,0.46446,"Membrane trafficking"
"g_00685",8.317433,3.832129,3.007196,0.133148,0,0.135785,0.665016,1.171407,0.16739,"Amino acid related enzymes"
"g_00685",8.317433,3.832129,3.007196,0.133148,0,0.135785,0.665016,1.171407,0.16739,"Carbon fixation in photosynthetic organisms"
"g_00685",8.317433,3.832129,3.007196,0.133148,0,0.135785,0.665016,1.171407,0.16739,"Alanine, aspartate and glutamate metabolism"
"g_00685",8.317433,3.832129,3.007196,0.133148,0,0.135785,0.665016,1.171407,0.16739,"Arginine biosynthesis"
"g_00693",5.8376,2.398193,1.531247,0.088502,0,0,0.483377,0.715688,0.076538,"Translation factors"
"g_00693",5.8376,2.398193,1.531247,0.088502,0,0,0.483377,0.715688,0.076538,"Apoptosis - fly"
"g_00701",7.698189,3.360578,4.370641,0.134168,0,0,0.740107,0.860033,0.051783,"Membrane trafficking"
"g_00778",6.168491,4.279163,3.638816,0.066091,0,0,0.986202,1.288977,0.203825,"Shigellosis"
"g_00778",6.168491,4.279163,3.638816,0.066091,0,0,0.986202,1.288977,0.203825,"Membrane trafficking"
"g_00810",13.414529,5.635023,5.803585,0.147012,0.050505,0.01852,1.636952,2.659029,0.248179,"Chromosome and associated proteins"
"g_00810",13.414529,5.635023,5.803585,0.147012,0.050505,0.01852,1.636952,2.659029,0.248179,"Protein phosphatases and associated proteins"
"g_00810",13.414529,5.635023,5.803585,0.147012,0.050505,0.01852,1.636952,2.659029,0.248179,"Exosome"
"g_00810",13.414529,5.635023,5.803585,0.147012,0.050505,0.01852,1.636952,2.659029,0.248179,"Membrane trafficking"
"g_00810",13.414529,5.635023,5.803585,0.147012,0.050505,0.01852,1.636952,2.659029,0.248179,"Cytoskeleton proteins"
"g_00810",13.414529,5.635023,5.803585,0.147012,0.050505,0.01852,1.636952,2.659029,0.248179,"Pathogenic Escherichia coli infection"
"g_00812",4.456468,1.977434,1.756725,0,0,0,1.137834,1.114408,0.031198,"Membrane trafficking"
"g_00813",5.226575,2.417045,1.917968,0,0,0,0.997574,1.048534,0.189051,"Thiamine metabolism"
"g_00813",5.226575,2.417045,1.917968,0,0,0,0.997574,1.048534,0.189051,"Exosome"
"g_00813",5.226575,2.417045,1.917968,0,0,0,0.997574,1.048534,0.189051,"Purine metabolism"
"g_00822",5.226712,2.722418,3.103451,0,0.119861,0.049273,0.956584,1.265011,0.375438,"Membrane trafficking"
"g_00834",5.258801,1.269803,1.576969,0.045284,0,0,0.555009,0.836377,0.059452,"Chromosome and associated proteins"
"g_00864",7.643442,2.20075,2.306494,0,0.113124,0.051369,1.3418,1.089308,0.11917,"Proteasome"
"g_00892",2.855703,2.686695,2.677688,0.225952,0.432324,0.087822,0.051049,0.033057,0,"Translation"
"g_00899",3.913787,2.329511,1.710575,0,0.057487,0.072964,0.894569,0.688074,0.059719,"Peptidases and inhibitors"
"g_00899",3.913787,2.329511,1.710575,0,0.057487,0.072964,0.894569,0.688074,0.059719,"Ubiquitin system"
"g_00907",49.566289,16.760633,17.030771,0.303605,0.112821,0.210371,3.347538,4.248269,0.53655,"Cytoskeleton proteins"
"g_00943",20.225072,10.484499,8.939169,0,0,0,0.059128,0.070556,0,"Steroid biosynthesis"
"g_00980",8.649416,2.335889,2.832919,0,0,0,1.485537,0.997522,0.268338,"Inflammatory mediator regulation of TRP channels"
"g_00980",8.649416,2.335889,2.832919,0,0,0,1.485537,0.997522,0.268338,"Ion channels"
"g_00992",4.155342,2.130869,1.455397,0,0,0,0.481259,0.816361,0,"Chromosome and associated proteins"
"g_00992",4.155342,2.130869,1.455397,0,0,0,0.481259,0.816361,0,"Nicotinate and nicotinamide metabolism"
"g_01014",5.41878,3.074484,3.296222,6.539896,11.592411,1.941165,1.60165,2.651883,0.831044,"Phenylalanine metabolism"
"g_01028",16.215109,5.371614,7.676766,0.153305,0.08719,0.116989,1.80301,3.776773,0.393461,"mTOR signaling pathway"
"g_01028",16.215109,5.371614,7.676766,0.153305,0.08719,0.116989,1.80301,3.776773,0.393461,"Rheumatoid arthritis"
"g_01028",16.215109,5.371614,7.676766,0.153305,0.08719,0.116989,1.80301,3.776773,0.393461,"Vibrio cholerae infection"
"g_01028",16.215109,5.371614,7.676766,0.153305,0.08719,0.116989,1.80301,3.776773,0.393461,"Synaptic vesicle cycle"
"g_01028",16.215109,5.371614,7.676766,0.153305,0.08719,0.116989,1.80301,3.776773,0.393461,"Epithelial cell signaling in Helicobacter pylori infection"
"g_01028",16.215109,5.371614,7.676766,0.153305,0.08719,0.116989,1.80301,3.776773,0.393461,"Human papillomavirus infection"
"g_01028",16.215109,5.371614,7.676766,0.153305,0.08719,0.116989,1.80301,3.776773,0.393461,"Collecting duct acid secretion"
"g_01028",16.215109,5.371614,7.676766,0.153305,0.08719,0.116989,1.80301,3.776773,0.393461,"Phagosome"
"g_01028",16.215109,5.371614,7.676766,0.153305,0.08719,0.116989,1.80301,3.776773,0.393461,"Oxidative phosphorylation"
"g_01041",5.357772,3.215337,3.670769,0,0,0.055857,0.275171,0.943021,0,"Endocytosis"
"g_01041",5.357772,3.215337,3.670769,0,0,0.055857,0.275171,0.943021,0,"Membrane trafficking"
"g_01051",18.274359,7.407874,2.15571,0,0.226589,0.287235,0,0,0,"Exosome"
"g_01051",18.274359,7.407874,2.15571,0,0.226589,0.287235,0,0,0,"Neutrophil extracellular trap formation"
"g_01051",18.274359,7.407874,2.15571,0,0.226589,0.287235,0,0,0,"Arrhythmogenic right ventricular cardiomyopathy"
"g_01051",18.274359,7.407874,2.15571,0,0.226589,0.287235,0,0,0,"Chromosome and associated proteins"
"g_01051",18.274359,7.407874,2.15571,0,0.226589,0.287235,0,0,0,"Viral myocarditis"
"g_01051",18.274359,7.407874,2.15571,0,0.226589,0.287235,0,0,0,"Phagosome"
"g_01051",18.274359,7.407874,2.15571,0,0.226589,0.287235,0,0,0,"Amyotrophic lateral sclerosis"
